Customer,Country,State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
ZT31931,US,IA,Iowa,1037.736842,No,Extended,High School or Below,2/7/11,Unemployed,M,0,Suburban,Married,95,1,69,0,2,Personal Auto,Personal L2,Hail,Web,579.452318,Two-Door Car,Medsize
BS29584,US,IA,Iowa,258.9695091,No,Basic,College,2/20/11,Unemployed,F,0,Suburban,Single,73,6,11,0,1,Personal Auto,Personal L3,Collision,Web,350.4,Four-Door Car,Medsize
SX63814,US,NE,Nebraska,931.2585034,No,Premium,High School or Below,2/13/11,Employed,M,75986,Rural,Married,115,11,44,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,89.119797,Four-Door Car,Medsize
YL81070,US,IA,Iowa,1439.624222,No,Extended,High School or Below,2/5/11,Unemployed,M,0,Suburban,Single,205,14,63,0,4,Personal Auto,Personal L1,Collision,Call Center,1476,Luxury Car,Medsize
RW24925,US,IA,Iowa,3192.076916,No,Basic,College,1/28/11,Employed,F,58542,Rural,Married,114,29,82,0,2,Personal Auto,Personal L3,Hail,Branch,129.985718,SUV,Medsize
FB84409,US,NE,Nebraska,492.1325084,No,Basic,Bachelor,2/8/11,Employed,M,43640,Rural,Married,64,10,99,2,3,Personal Auto,Personal L2,Hail,Agent,1.208908,Four-Door Car,Medsize
YP38413,US,IA,Iowa,2580.550599,No,Basic,College,2/28/11,Employed,F,86901,Urban,Single,72,24,73,0,2,Personal Auto,Personal L2,Collision,Agent,313.366255,Two-Door Car,Medsize
ZE53116,US,NE,Nebraska,596.3818306,No,Basic,High School or Below,2/17/11,Employed,M,94115,Suburban,Married,74,28,41,0,8,Personal Auto,Personal L2,Scratch/Dent,Call Center,409.089884,Four-Door Car,Small
SU95720,US,MO,Missouri,892.3113112,No,Extended,High School or Below,1/14/11,Unemployed,M,0,Suburban,Married,125,22,80,0,9,Personal Auto,Personal L3,Other,Branch,900,SUV,Small
UM94104,US,IA,Iowa,521.4971007,No,Basic,High School or Below,1/1/11,Employed,M,65375,Rural,Married,65,9,84,0,3,Personal Auto,Personal L3,Other,Branch,6.07744,Four-Door Car,Medsize
ET64307,US,MO,Missouri,1252.253868,No,Basic,Bachelor,2/11/11,Employed,F,44341,Urban,Married,105,15,56,0,2,Personal Auto,Personal L2,Collision,Agent,355.114822,Sports Car,Medsize
XD32841,US,IA,Iowa,1389.738856,No,Premium,Bachelor,2/23/11,Medical Leave,M,24378,Suburban,Married,188,18,34,0,5,Corporate Auto,Corporate L3,Collision,Agent,902.4,SUV,Medsize
SI90461,US,KS,Kansas,337.2420457,No,Extended,High School or Below,2/8/11,Employed,F,93489,Rural,Divorced,84,16,72,0,1,Corporate Auto,Corporate L3,Hail,Agent,104.280764,Four-Door Car,Medsize
RV75918,US,MO,Missouri,780.9515468,No,Extended,College,1/23/11,Employed,F,69161,Urban,Married,97,19,71,0,8,Personal Auto,Personal L3,Scratch/Dent,Agent,341.431343,Four-Door Car,Medsize
DZ64604,US,MO,Missouri,1226.941862,No,Premium,High School or Below,2/12/11,Employed,M,60774,Suburban,Married,154,13,7,0,5,Personal Auto,Personal L3,Hail,Branch,739.2,SUV,Small
WF98532,US,MO,Missouri,312.3080994,Yes,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L2,Collision,Agent,960.115399,SUV,Large
GQ15613,US,NE,Nebraska,800.4214781,No,Basic,High School or Below,1/7/11,Employed,F,54008,Suburban,Married,67,18,90,0,2,Personal Auto,Personal L3,Hail,Branch,370.503286,Four-Door Car,Medsize
XU63766,US,IA,Iowa,810.5872317,No,Basic,Bachelor,2/1/11,Unemployed,F,0,Urban,Married,74,15,61,0,2,Personal Auto,Personal L3,Collision,Branch,232.01349,Four-Door Car,Medsize
VU35401,US,OK,Oklahoma,275.8703811,No,Basic,High School or Below,1/18/11,Employed,F,44619,Urban,Married,68,35,45,0,1,Corporate Auto,Corporate L2,Hail,Web,283.668439,Four-Door Car,Medsize
NH95163,US,IA,Iowa,370.7282365,No,Premium,College,2/24/11,Medical Leave,F,16476,Urban,Divorced,101,29,25,0,1,Personal Auto,Personal L3,Collision,Web,313.885191,Four-Door Car,Medsize
CD55111,US,MO,Missouri,3015.468108,No,Extended,Master,1/2/11,Employed,M,73359,Rural,Married,94,17,24,0,2,Corporate Auto,Corporate L3,Hail,Call Center,107.187926,Two-Door Car,Medsize
TQ73797,US,MO,Missouri,809.9838433,No,Basic,Bachelor,2/11/11,Employed,M,25949,Suburban,Married,104,0,28,0,3,Personal Auto,Personal L2,Hail,Branch,499.2,SUV,Small
CC43119,US,MO,Missouri,292.1490461,No,Basic,Bachelor,1/19/11,Employed,F,62018,Rural,Married,73,2,59,0,1,Corporate Auto,Corporate L1,Other,Web,90.094835,Two-Door Car,Medsize
CD38665,US,MO,Missouri,1451.044376,No,Basic,High School or Below,2/1/11,Employed,M,41433,Suburban,Married,183,24,40,0,9,Personal Auto,Personal L2,Hail,Call Center,1317.6,Luxury Car,Medsize
JM30137,US,KS,Kansas,1679.39728,No,Extended,College,2/9/11,Unemployed,F,0,Suburban,Single,238,29,90,1,4,Personal Auto,Personal L3,Hail,Call Center,1142.4,Luxury Car,Large
CJ29883,US,NE,Nebraska,533.2462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Personal L1,Hail,Branch,309.577946,Four-Door Car,Medsize
LJ35581,US,KS,Kansas,1002.591827,No,Premium,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,141,25,27,0,3,Personal Auto,Personal L3,Hail,Agent,1015.2,SUV,Medsize
DL11519,US,IA,Iowa,687.5606133,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,104,24,49,0,6,Special Auto,Special L2,Collision,Branch,748.8,SUV,Medsize
AK11719,US,MO,Missouri,227.230731,No,Basic,Master,1/24/11,Unemployed,M,0,Urban,Single,64,35,59,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Agent,286.124652,Four-Door Car,Medsize
YL91288,US,MO,Missouri,892.3154803,No,Basic,Master,2/2/11,Employed,F,98044,Urban,Single,73,5,53,0,2,Personal Auto,Personal L2,Scratch/Dent,Branch,347.336864,Four-Door Car,Small
XV53746,US,MO,Missouri,1648.401644,No,Basic,High School or Below,2/21/11,Employed,F,91354,Suburban,Married,68,30,26,0,2,Special Auto,Special L2,Hail,Agent,361.646987,Two-Door Car,Medsize
HU57895,US,KS,Kansas,686.0592636,No,Basic,College,2/4/11,Unemployed,F,0,Suburban,Divorced,109,5,20,4,7,Corporate Auto,Corporate L1,Collision,Call Center,605.137484,Sports Car,Medsize
MI95708,US,NE,Nebraska,1294.768269,No,Premium,High School or Below,2/13/11,Retired,F,15083,Suburban,Married,115,25,14,0,2,Personal Auto,Personal L3,Collision,Call Center,552,Four-Door Car,Large
AX45422,US,MO,Missouri,1378.670272,No,Basic,High School or Below,1/19/11,Unemployed,F,0,Suburban,Married,61,21,24,0,2,Personal Auto,Personal L2,Collision,Call Center,370.755025,Four-Door Car,Medsize
KT92231,US,IA,Iowa,770.6032636,No,Basic,Bachelor,1/2/11,Unemployed,M,0,Suburban,Single,107,15,63,0,8,Personal Auto,Personal L1,Collision,Agent,1267.709661,Sports Car,Medsize
BM53580,US,IA,Iowa,852.0145801,No,Extended,Bachelor,1/18/11,Unemployed,F,0,Rural,Divorced,80,30,96,0,2,Personal Auto,Personal L2,Collision,Agent,69.142986,Four-Door Car,Medsize
ZB32409,US,MO,Missouri,224.2226055,No,Basic,Bachelor,2/11/11,Unemployed,F,0,Suburban,Single,67,15,75,3,1,Personal Auto,Personal L1,Collision,Agent,618.355883,Four-Door Car,Medsize
XA21742,US,MO,Missouri,2706.949674,No,Extended,Bachelor,1/8/11,Employed,F,22955,Suburban,Single,92,6,23,3,2,Personal Auto,Personal L3,Scratch/Dent,Branch,441.6,Four-Door Car,Small
RD22761,US,KS,Kansas,2057.969157,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,69,5,26,0,2,Personal Auto,Personal L3,Scratch/Dent,Call Center,566.673518,Four-Door Car,Medsize
PZ10136,US,IA,Iowa,246.5616631,No,Basic,Master,1/17/11,Employed,M,51641,Rural,Single,63,8,80,1,1,Personal Auto,Personal L3,Collision,Agent,137.091494,Four-Door Car,Medsize
OG62048,US,MO,Missouri,905.2951051,No,Basic,Master,2/8/11,Medical Leave,F,10211,Suburban,Divorced,119,7,16,0,7,Personal Auto,Personal L2,Scratch/Dent,Branch,571.2,SUV,Medsize
IH23596,US,MO,Missouri,254.6364668,No,Basic,Bachelor,2/23/11,Unemployed,F,0,Urban,Divorced,68,13,11,0,1,Corporate Auto,Corporate L3,Collision,Call Center,296.692076,Four-Door Car,Medsize
HE72629,US,NE,Nebraska,300.7386248,No,Extended,Bachelor,2/10/11,Unemployed,F,0,Rural,Divorced,80,31,67,0,1,Personal Auto,Personal L3,Collision,Branch,16.524885,Two-Door Car,Large
KW52549,US,NE,Nebraska,2778.969235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Personal Auto,Personal L3,Hail,Web,395.729716,Four-Door Car,Medsize
OZ82391,US,MO,Missouri,628.9014959,No,Extended,Master,1/9/11,Employed,M,50269,Rural,Divorced,80,15,88,0,3,Personal Auto,Personal L1,Hail,Call Center,32.228778,Two-Door Car,Large
HH22446,US,OK,Oklahoma,395.4344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Collision,Branch,535.080276,Sports Car,Large
HW16019,US,IA,Iowa,758.3189638,No,Basic,Bachelor,2/8/11,Disabled,M,24133,Rural,Married,68,20,42,0,2,Personal Auto,Personal L1,Other,Call Center,76.026046,Two-Door Car,Medsize
IS30186,US,MO,Missouri,618.6497831,No,Extended,College,1/31/11,Employed,F,88375,Rural,Divorced,77,23,11,0,3,Personal Auto,Personal L2,Hail,Agent,0.42331,Four-Door Car,Medsize
HN45134,US,NE,Nebraska,575.7442258,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Hail,Branch,174.041566,Four-Door Car,Small
XI79589,US,MO,Missouri,447.3883999,No,Extended,High School or Below,2/16/11,Unemployed,F,0,Suburban,Divorced,125,2,84,0,1,Personal Auto,Personal L1,Collision,Branch,600,SUV,Medsize
LK57294,US,IA,Iowa,478.6009693,No,Basic,High School or Below,2/25/11,Employed,M,23402,Suburban,Married,61,29,38,0,7,Personal Auto,Personal L1,Other,Call Center,292.8,Four-Door Car,Medsize
JM88889,US,MO,Missouri,1224.49049,No,Premium,High School or Below,2/25/11,Employed,F,46396,Urban,Married,103,11,79,1,2,Corporate Auto,Corporate L2,Collision,Agent,384.01403,Four-Door Car,Medsize
EZ51276,US,NE,Nebraska,712.1080412,No,Extended,College,1/18/11,Unemployed,F,0,Suburban,Married,96,28,62,0,4,Personal Auto,Personal L1,Collision,Agent,460.8,Four-Door Car,Medsize
JF16295,US,IA,Iowa,754.7762822,No,Premium,High School or Below,2/16/11,Unemployed,F,0,Suburban,Married,102,34,37,0,3,Personal Auto,Personal L2,Scratch/Dent,Agent,489.6,Four-Door Car,Medsize
XU76821,US,MO,Missouri,2038.006652,No,Basic,College,2/3/11,Employed,F,33175,Rural,Single,66,31,76,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Agent,84.520776,Two-Door Car,Medsize
KR62128,US,MO,Missouri,901.1764865,No,Basic,Master,1/26/11,Employed,F,63885,Rural,Single,114,0,17,0,8,Personal Auto,Personal L3,Hail,Agent,86.477384,SUV,Medsize
TG70775,US,MO,Missouri,2009.689337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L3,Hail,Agent,379.029102,Two-Door Car,Large
XR75319,US,NE,Nebraska,478.6889347,No,Basic,College,1/2/11,Employed,M,45515,Urban,Married,61,14,33,0,9,Personal Auto,Personal L3,Hail,Call Center,236.907007,Two-Door Car,Large
QB26845,US,IA,Iowa,1157.812643,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Suburban,Single,115,21,46,0,2,Personal Auto,Personal L3,Collision,Agent,1163.620366,SUV,Medsize
No94161,US,MO,Missouri,271.9431536,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11,51,0,1,Corporate Auto,Corporate L1,Scratch/Dent,Agent,83.121963,Two-Door Car,Medsize
SQ87105,US,IA,Iowa,476.0941906,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Single,68,9,1,0,6,Corporate Auto,Corporate L3,Collision,Web,489.6,Four-Door Car,Medsize
XM14899,US,IA,Iowa,870.1363763,No,Extended,College,2/12/11,Unemployed,M,0,Suburban,Married,122,8,32,0,6,Personal Auto,Personal L3,Other,Agent,684.851797,SUV,Medsize
QQ51185,US,OK,Oklahoma,265.9495086,No,Basic,College,1/3/11,Employed,F,64987,Urban,Married,66,17,90,0,1,Personal Auto,Personal L3,Hail,Web,182.927837,Four-Door Car,Small
XW51700,US,NE,Nebraska,513.9561422,No,Basic,High School or Below,2/14/11,Employed,F,73180,Rural,Single,64,27,43,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,132.543257,Four-Door Car,Medsize
YK60829,US,IA,Iowa,2009.689337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17,15,0,2,Corporate Auto,Corporate L1,Hail,Agent,379.029102,Two-Door Car,Large
FB68802,US,NE,Nebraska,402.5095533,No,Basic,College,2/15/11,Unemployed,M,0,Suburban,Married,119,29,54,2,1,Personal Auto,Personal L3,Scratch/Dent,Agent,571.2,SUV,Small
ON67674,US,MO,Missouri,277.1045031,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Hail,Agent,18.918935,Two-Door Car,Medsize
MS20849,US,MO,Missouri,674.5886896,No,Extended,College,2/21/11,Employed,M,53058,Rural,Married,91,16,44,4,3,Personal Auto,Personal L2,Collision,Agent,209.465295,Four-Door Car,Medsize
VK94354,US,IA,Iowa,925.9715798,No,Extended,Master,1/8/11,Unemployed,M,0,Rural,Married,127,11,86,0,3,Special Auto,Special L2,Collision,Call Center,22.483259,SUV,Small
PZ53130,US,MO,Missouri,846.7267232,No,Basic,College,1/14/11,Medical Leave,F,16370,Urban,Married,74,4,54,0,2,Personal Auto,Personal L2,Scratch/Dent,Branch,296.049396,Two-Door Car,Large
HV75704,US,MO,Missouri,2276.221479,No,Basic,Bachelor,2/26/11,Employed,F,70521,Suburban,Married,63,13,26,0,2,Corporate Auto,Corporate L3,Collision,Agent,302.4,Four-Door Car,Small
GU18646,US,IA,Iowa,933.2494982,No,Extended,Bachelor,2/7/11,Employed,M,58007,Suburban,Single,81,23,71,0,2,Special Auto,Special L3,Collision,Agent,518.346912,Two-Door Car,Small
LI77073,US,IA,Iowa,710.03251,No,Premium,College,2/6/11,Employed,M,31670,Suburban,Married,179,33,3,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Agent,1288.8,Sports Car,Large
FW43809,US,IA,Iowa,800.7399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L2,Collision,Web,537.6,Sports Car,Medsize
WC11515,US,NE,Nebraska,1951.199782,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,70,28,26,0,2,Corporate Auto,Corporate L3,Hail,Web,491.112176,Four-Door Car,Medsize
ZT52415,US,IA,Iowa,814.5985919,No,Basic,Bachelor,1/1/11,Employed,F,62534,Suburban,Married,68,10,1,0,2,Personal Auto,Personal L1,Hail,Branch,326.4,Two-Door Car,Medsize
PH83205,US,IA,Iowa,281.0464447,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4,41,0,1,Corporate Auto,Corporate L3,Hail,Agent,340.8,Two-Door Car,Medsize
GI46001,US,MO,Missouri,684.6150323,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Collision,Call Center,456,Two-Door Car,Large
DY27653,US,IA,Iowa,375.5806897,No,Extended,High School or Below,1/4/11,Employed,F,56178,Suburban,Married,94,1,39,0,1,Personal Auto,Personal L3,Hail,Branch,451.2,Four-Door Car,Medsize
GB70718,US,NE,Nebraska,239.3036297,No,Basic,High School or Below,1/23/11,Medical Leave,F,28646,Suburban,Married,61,11,50,0,1,Personal Auto,Personal L1,Hail,Web,355.028632,Four-Door Car,Small
YE12395,US,IA,Iowa,4063.666734,No,Extended,High School or Below,1/15/11,Employed,M,31267,Suburban,Married,129,4,45,0,2,Personal Auto,Personal L2,Other,Web,619.2,Sports Car,Large
MA94219,US,OK,Oklahoma,906.7658438,No,Premium,College,1/5/11,Employed,M,78250,Suburban,Married,114,7,66,0,6,Personal Auto,Personal L3,Hail,Branch,547.2,Four-Door Car,Medsize
FJ28407,US,MO,Missouri,561.9689084,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L1,Hail,Web,1027.000029,SUV,Medsize
CJ72056,US,MO,Missouri,801.3895125,No,Basic,Bachelor,1/17/11,Employed,M,65636,Suburban,Married,67,15,72,0,2,Personal Auto,Personal L2,Hail,Call Center,321.6,Four-Door Car,Medsize
QU52713,US,MO,Missouri,408.9036013,No,Basic,Bachelor,2/6/11,Employed,M,43177,Urban,Married,103,34,74,0,1,Corporate Auto,Corporate L3,Hail,Agent,420.966805,SUV,Medsize
FE20514,US,IA,Iowa,506.5486772,No,Basic,College,1/16/11,Employed,M,26733,Urban,Single,66,7,55,0,5,Personal Auto,Personal L1,Hail,Web,218.717113,Four-Door Car,Medsize
RY43586,US,IA,Iowa,837.2851175,No,Basic,Master,1/12/11,Disabled,F,12590,Rural,Married,73,22,1,0,2,Personal Auto,Personal L3,Collision,Agent,132.503461,Two-Door Car,Medsize
SK66747,US,KS,Kansas,6602.575407,No,Basic,Bachelor,2/22/11,Employed,M,33481,Suburban,Single,188,28,46,0,2,Personal Auto,Personal L3,Collision,Agent,1194.892002,Luxury SUV,Medsize
SC31713,US,MO,Missouri,817.5315246,No,Extended,College,1/31/11,Unemployed,F,0,Suburban,Single,80,25,80,0,2,Personal Auto,Personal L3,Collision,Agent,384,Four-Door Car,Medsize
TH72420,US,IA,Iowa,872.0458745,No,Basic,Doctor,1/5/11,Employed,M,25752,Suburban,Married,73,28,85,0,2,Personal Auto,Personal L3,Other,Agent,378.262864,Two-Door Car,Small
FD75102,US,MO,Missouri,323.7500928,No,Extended,College,1/29/11,Disabled,F,27982,Rural,Divorced,87,15,74,0,1,Personal Auto,Personal L3,Other,Call Center,14.743099,Two-Door Car,Medsize
LW75453,US,MO,Missouri,535.4612433,No,Basic,Bachelor,1/12/11,Employed,M,29445,Suburban,Married,68,0,31,0,9,Personal Auto,Personal L3,Scratch/Dent,Call Center,334.015169,Four-Door Car,Medsize
BS96517,US,KS,Kansas,237.5001798,No,Basic,College,2/5/11,Employed,F,47455,Urban,Single,61,1,61,0,1,Personal Auto,Personal L1,Collision,Agent,278.804991,Four-Door Car,Medsize
SO55284,US,OK,Oklahoma,864.6504109,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L1,Hail,Branch,369.818708,SUV,Large
SD83603,US,IA,Iowa,667.2127831,No,Extended,College,2/13/11,Employed,F,56830,Urban,Married,83,6,27,0,9,Personal Auto,Personal L1,Hail,Agent,319.799712,Two-Door Car,Medsize
JQ68425,US,MO,Missouri,1291.941828,No,Basic,College,1/23/11,Employed,M,58236,Rural,Married,108,22,92,0,2,Corporate Auto,Corporate L2,Collision,Agent,67.253453,SUV,Small
VM51572,US,KS,Kansas,738.5359236,No,Basic,Bachelor,2/23/11,Employed,M,54289,Suburban,Married,62,32,13,0,2,Personal Auto,Personal L2,Hail,Call Center,430.093647,Four-Door Car,Medsize
JH58282,US,MO,Missouri,720.0664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L3,Hail,Agent,316.8,Four-Door Car,Medsize
WP23743,US,MO,Missouri,728.1715134,No,Extended,College,2/7/11,Employed,M,47482,Suburban,Married,93,19,45,0,3,Corporate Auto,Corporate L1,Hail,Branch,594.177664,Four-Door Car,Small
DS47984,US,NE,Nebraska,323.7996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3,72,3,1,Personal Auto,Personal L1,Scratch/Dent,Agent,326.281835,Four-Door Car,Medsize
UV52613,US,NE,Nebraska,272.2986709,No,Basic,College,2/3/11,Disabled,M,20867,Suburban,Married,71,0,79,0,1,Personal Auto,Personal L3,Other,Agent,340.8,Four-Door Car,Medsize
XM96138,US,MO,Missouri,1127.772488,No,Extended,Master,2/1/11,Employed,M,98138,Urban,Married,93,30,10,1,2,Personal Auto,Personal L1,Scratch/Dent,Agent,427.52731,Four-Door Car,Medsize
HF95739,US,MO,Missouri,855.5887254,No,Extended,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,81,6,49,0,2,Personal Auto,Personal L3,Hail,Call Center,583.2,Four-Door Car,Medsize
HG81101,US,KS,Kansas,291.1923334,No,Basic,Bachelor,1/11/11,Employed,F,20327,Suburban,Married,74,26,44,0,1,Personal Auto,Personal L1,Scratch/Dent,Web,824.254866,Four-Door Car,Medsize
VN27419,US,IA,Iowa,1008.348688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Collision,Agent,571.479602,Four-Door Car,Large
VZ59523,US,NE,Nebraska,570.4977144,No,Basic,Doctor,1/21/11,Employed,M,50695,Rural,Married,71,31,30,0,5,Personal Auto,Personal L3,Collision,Call Center,110.567069,Two-Door Car,Large
UF91715,US,OK,Oklahoma,766.480924,No,Premium,High School or Below,1/22/11,Unemployed,M,0,Suburban,Single,107,14,90,0,3,Personal Auto,Personal L3,Collision,Agent,770.4,Four-Door Car,Medsize
JV13438,US,IA,Iowa,490.9027487,No,Basic,High School or Below,1/24/11,Employed,M,98693,Suburban,Married,61,7,57,0,3,Personal Auto,Personal L2,Hail,Agent,292.8,Four-Door Car,Small
MN82687,US,IA,Iowa,547.0060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L3,Hail,Agent,702.990032,SUV,Medsize
MR50410,US,OK,Oklahoma,506.7002561,No,Extended,College,2/24/11,Employed,M,89703,Urban,Married,126,6,54,0,1,Personal Auto,Personal L1,Other,Branch,601.983113,SUV,Medsize
DT53270,US,KS,Kansas,489.6271406,No,Basic,College,1/7/11,Unemployed,F,0,Suburban,Single,71,9,6,0,3,Personal Auto,Personal L3,Hail,Agent,421.147532,Four-Door Car,Large
DA79098,US,MO,Missouri,457.2041785,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Married,67,19,82,1,3,Personal Auto,Personal L2,Collision,Agent,357.14996,Two-Door Car,Small
FY86121,US,IA,Iowa,823.7376444,No,Basic,College,1/8/11,Employed,M,70882,Rural,Married,69,20,50,0,2,Personal Auto,Personal L3,Collision,Agent,124.380223,Four-Door Car,Medsize
AA69265,US,OK,Oklahoma,396.4730745,No,Premium,Bachelor,1/17/11,Employed,F,60817,Suburban,Single,103,3,79,1,1,Personal Auto,Personal L2,Hail,Web,494.4,Four-Door Car,Medsize
ZT86224,US,OK,Oklahoma,1090.122525,No,Extended,Bachelor,2/4/11,Employed,M,72257,Urban,Divorced,90,28,61,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,408.415481,Four-Door Car,Medsize
GW89148,US,MO,Missouri,1630.429777,No,Extended,Doctor,1/16/11,Employed,M,90008,Urban,Single,137,13,3,0,2,Personal Auto,Personal L3,Hail,Web,406.986034,SUV,Medsize
EJ97834,US,OK,Oklahoma,261.9478929,No,Basic,High School or Below,1/15/11,Employed,F,93987,Urban,Single,65,9,1,0,1,Personal Auto,Personal L2,Hail,Branch,251.321448,Two-Door Car,Medsize
VM66678,US,IA,Iowa,1402.435839,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10,55,0,2,Personal Auto,Personal L2,Hail,Web,256.43803,Four-Door Car,Medsize
OY34553,US,OK,Oklahoma,2432.064401,No,Basic,Bachelor,1/2/11,Employed,F,60221,Urban,Married,67,3,17,0,2,Personal Auto,Personal L1,Scratch/Dent,Agent,238.561687,Four-Door Car,Medsize
JL49772,US,NE,Nebraska,2424.933685,No,Basic,Bachelor,2/6/11,Employed,F,33651,Urban,Married,69,21,37,1,2,Personal Auto,Personal L2,Collision,Call Center,328.65413,Four-Door Car,Medsize
ZO44848,US,MO,Missouri,2086.430762,No,Basic,College,1/7/11,Unemployed,F,0,Urban,Married,61,22,94,0,2,Special Auto,Special L3,Collision,Branch,216.08671,Four-Door Car,Medsize
TW66679,US,IA,Iowa,882.3852473,No,Basic,High School or Below,2/8/11,Employed,M,75741,Rural,Married,109,31,59,0,7,Corporate Auto,Corporate L3,Scratch/Dent,Agent,217.188864,SUV,Small
RP98585,US,NE,Nebraska,761.0203455,No,Extended,Master,1/27/11,Employed,M,38086,Urban,Married,96,17,10,0,7,Personal Auto,Personal L3,Other,Agent,243.237741,Two-Door Car,Medsize
XK83294,US,MO,Missouri,748.6171898,No,Basic,High School or Below,1/27/11,Employed,F,38725,Suburban,Single,64,12,58,0,2,Corporate Auto,Corporate L1,Collision,Agent,307.2,Two-Door Car,Medsize
VZ43707,US,OK,Oklahoma,876.3449964,No,Extended,High School or Below,1/2/11,Disabled,M,20132,Suburban,Divorced,86,5,61,3,2,Corporate Auto,Corporate L3,Collision,Branch,412.8,Four-Door Car,Small
RO89767,US,NE,Nebraska,2738.615024,No,Basic,Master,2/12/11,Unemployed,M,0,Urban,Married,105,0,47,0,2,Personal Auto,Personal L1,Scratch/Dent,Agent,451.13986,Sports Car,Medsize
UN49741,US,IA,Iowa,1112.162179,No,Basic,High School or Below,2/17/11,Employed,M,44299,Suburban,Divorced,106,25,76,5,2,Personal Auto,Personal L1,Collision,Call Center,754.260616,SUV,Medsize
SY46862,US,NE,Nebraska,565.7685223,No,Extended,High School or Below,2/20/11,Employed,M,98917,Rural,Married,139,18,21,0,1,Corporate Auto,Corporate L1,Collision,Agent,336.612234,Sports Car,Medsize
ZY60545,US,MO,Missouri,1893.853677,No,Basic,College,1/10/11,Employed,F,91535,Rural,Married,67,35,13,1,2,Personal Auto,Personal L3,Collision,Agent,126.634634,Four-Door Car,Large
WP62115,US,KS,Kansas,1386.583107,No,Basic,College,2/20/11,Employed,F,53484,Urban,Divorced,70,12,12,0,2,Corporate Auto,Corporate L3,Collision,Branch,333.051529,Two-Door Car,Medsize
NK16909,US,IA,Iowa,818.891743,No,Basic,Doctor,1/8/11,Employed,M,45318,Suburban,Married,103,17,27,0,8,Personal Auto,Personal L2,Hail,Call Center,494.4,SUV,Large
BQ41371,US,IA,Iowa,562.6530435,No,Basic,Bachelor,1/18/11,Employed,F,46897,Suburban,Married,70,16,47,0,3,Personal Auto,Personal L2,Other,Branch,344.377218,Four-Door Car,Small
QF29828,US,NE,Nebraska,320.8919835,No,Extended,Master,2/8/11,Employed,F,40135,Rural,Married,80,29,70,0,1,Personal Auto,Personal L2,Collision,Agent,78.008093,Four-Door Car,Medsize
